HKU_HKSLLEX_ID.status,HKU_HKSLLEX_ID.id,HKU_HKSLLEX_ID.entryType,HKU_HKSLLEX_ID.categories,recording.date,recording.remarks,videoFile.name,videoFile.duration,videoFile.fileExtension,videoFile.supplementary,videoFile.nameOSF,videoFile.nameGIF,ASLLEX2.id,ASLLEX2.legacyIdMapping,ASLLEX2.correspondance,translation.EN-GB.primary,translation.EN-GB.disambiguation,translation.EN-GB.secondary,translation.ZH-HK.primary,translation.ZH-HK.disambiguation,translation.ZH-HK.secondary,translation.ZH-Yue.primary,translation.ZH-Yue.secondary,translation.unichar,translation.unprocessed.en-GB,translation.unprocessed.zh-HK,translation.unprocessed.zh-YUE,translation.literal,translation.figurative.en-GB,translation.figurative.zh-HK,translation.figurative.zh-YUE,source,variant.number,variant.notes,lexicalCategory.0,cuhkcslds_HandshapeFont.CodepointNotation,arto.stringNotation,arto.syllableBoundaries,morphemeCount,demonstrator,etymology.unprocessed.en-GB,etymology.unprocessed.zh-YUE,etymology.formal.en-GB,etymology.formal.zh-HK,etymology.formal.zh-YUE,etymology.category,iconicity.rating.deaf.average,iconicity.rating.deaf.count,iconicity.rating.hearing.average,iconicity.rating.hearing.count,lexicalCategory.1,lexicalCategory.2,videoFile.supplementary.0.fileName,videoFile.supplementary.0.type,videoFile.supplementary.0.content.text,videoFile.supplementary.0.content.language,videoFile.supplementary.0.fileExtension,videoFile.supplementary.1.fileName,videoFile.supplementary.1.type,videoFile.supplementary.1.content.text,videoFile.supplementary.1.content.language,videoFile.supplementary.1.fileExtension
live,HKSLLEX-2023-00000001,vocabulary,,2022-12-31,,HKSLLEX-2023-00000001.mp4,,mp4,,HKSLLEX-2023-00000001-Start.mp4,HKSLLEX-2023-00000001-Start.webp,start,start,1to1,start,,,開始,,,開始,,,"Literal translation: two flat surfaces coming apart in an upward motion; figurative translation (h): the motion of a box opening, referring to the first Chinese character 開 ""open"" in 開始 ""start""",,,,,,,ASLLEX2,,,動詞,120;120,A2,1,1,cynthia,,,,,,,1.833333333,6,2.684210526,19,,,,,,,,,,,,
live,HKSLLEX-2023-00000002,vocabulary,,2022-12-31,,HKSLLEX-2023-00000002.mp4,,mp4,,HKSLLEX-2023-00000002-Puzzled.mp4,HKSLLEX-2023-00000002-Puzzled.webp,puzzled,puzzled,1to1,puzzled,,,疑惑,,,疑惑,,,"[Literal translation: morphemes of GOOD and BAD circling at the chest repeatedly] Literal translation (h): a hand moving left and right repeatedly in front of the face, with the palm facing toward the signer; figurative translation: a hand waving in front of the face, so that the signer's vision is unclear [remark: the video has changed, therefore a new literal translation is recorded]",,,,,,,ASLLEX2,,,動詞,63;0,N,1,1,cynthia,,,,,,,4.3,10,4.058823529,17,,,,,,,,,,,,
live,HKSLLEX-2023-00000003,vocabulary,,2022-12-31,,HKSLLEX-2023-00000003.mp4,,mp4,,HKSLLEX-2023-00000003-Surprise.mp4,HKSLLEX-2023-00000003-Surprise.webp,surprise,surprise,1to1,surprise,,,驚喜,,,驚喜,,,Literal translation: hands together at the chest outlining a heart moving upwards and expanding in a single beat; figurative translation (h): the heart jumping up and becoming larger,,,,,,,ASLLEX2,,,名詞,67;67,N,1,1,cynthia,,,,,,,3.777777778,9,3.391304348,23,,,,,,,,,,,,
live,HKSLLEX-2023-00000004,vocabulary,,2022-12-31,,HKSLLEX-2023-00000004.mp4,,mp4,,HKSLLEX-2023-00000004-Hearingaid.mp4,HKSLLEX-2023-00000004-Hearingaid.webp,hearing_aid,hearing_aid,1to1,hearing aid,,,助聽器,,,助聽器,,,Literal translation: a hooked slender object hung on the ear; figurative translation (h): the shape of the hearing aid,,,,,,,ASLLEX2,,,名詞,76;0,R,1,1,cynthia,,,,,,,4.583333333,12,5.043478261,23,,,,,,,,,,,,
live,HKSLLEX-2023-00000005,vocabulary,,2022-12-31,,HKSLLEX-2023-00000005.mp4,,mp4,,HKSLLEX-2023-00000005-Blind.mp4,HKSLLEX-2023-00000005-Blind.webp,blind,blind,Mto1,blind,,,盲,,,盲,,,"Literal translation: morpheme BAD pointing from one eye to the next; figurative translation (h): bad eyes, indicating visual impairment",,,,,,,ASLLEX2,,,形容詞,80;0,R,1,1,cynthia,,,,,,,5.4,10,3.727272727,22,,,,,,,,,,,,
live,HKSLLEX-2023-00000006,vocabulary,,2022-12-31,,HKSLLEX-2023-00000006.mp4,,mp4,,HKSLLEX-2023-00000006-Bored.mp4,HKSLLEX-2023-00000006-Bored.webp,bored,bored,1to1,bored,,,悶,,,悶,,,"Literal translation: morpheme MUCH (relating to SPECIAL) starting at the top of the chest and gradually closing as it moves down the chest, as if depleting; figurative translation (h): emotions, especially of excitement, depleting, becoming less and less",,,,,,,ASLLEX2,,,動詞,67;0;74;0,N,1,1,cynthia,,,,,,,2.166666667,6,2.642857143,28,形容詞,,,,,,,,,,,
live,HKSLLEX-2023-00000007,vocabulary,,2022-12-31,,HKSLLEX-2023-00000007.mp4,,mp4,,HKSLLEX-2023-00000007-Responsibili.mp4,HKSLLEX-2023-00000007-Responsibili.webp,responsibility,responsibility,1to1,responsibility,,,責任,,,責任,,,"Literal translation: a hand placed on the shoulder; figurative translation (h): referring to the Chinese idiom 肩負重任 ""shoulder bearing heavy responsibility""",,,,,,,ASLLEX2,,,名詞,44;0,N,1,1,cynthia,,,,,,,2.7,10,3.363636364,22,,,,,,,,,,,,
live,HKSLLEX-2023-00000008,vocabulary,,2022-12-31,,HKSLLEX-2023-00000008.mp4,,mp4,,HKSLLEX-2023-00000008-Bath.mp4,HKSLLEX-2023-00000008-Bath.webp,bath,bath,1to1,bath,,,洗澡,,,沖涼,,,Literal translation: two hands grasping the ends of a long piece of fabric pulling back and forth repeatedly; figurative translation (h): hands grabbing a long piece of fabric rubbing against the back,,,,,,,ASLLEX2,,,動詞,49;49,A,1,1,cynthia,,,,,,,5.222222222,9,5.043478261,23,,,,,,,,,,,,
live,HKSLLEX-2023-00000009,vocabulary,,2022-12-31,,HKSLLEX-2023-00000009.mp4,,mp4,,HKSLLEX-2023-00000009-Some.mp4,HKSLLEX-2023-00000009-Some.webp,some,some,1to1,some,,,一些,,,一啲,,,"Literal translation: index finger and thumb repeatedly clasping a series of small objects in a row; figurative translation (h): at different locations, taking a little, or referring to the possession of a little",,,,,,,ASLLEX2,,,副詞,77;0,N,1,1,cynthia,,,,,,,4,12,2.272727273,22,,,,,,,,,,,,
live,HKSLLEX-2023-00000010,vocabulary,,2022-12-31,,HKSLLEX-2023-00000010.mp4,,mp4,,HKSLLEX-2023-00000010-Awkward.mp4,HKSLLEX-2023-00000010-Awkward.webp,awkward,awkward,Mto1,awkward,,,尷尬,,,尷尬,,,Literal translation: morpheme GREEN moving in a circular motion outlining the face; figurative translation (h): face turning green in an awkward situation,,,,,,,ASLLEX2,,,形容詞,89;0,NR,1,1,cynthia,,,,,,,2.888888889,9,3.526315789,19,,,,,,,,,,,,
live,HKSLLEX-2023-00000011,vocabulary,,2022-12-31,,HKSLLEX-2023-00000011.mp4,,mp4,,HKSLLEX-2023-00000011-Relationship.mp4,HKSLLEX-2023-00000011-Relationship.webp,relationship,relationship,1to1,relationship,,,關係,,,關係,,,"Literal translation: two circular objects interlinked like a chainlink; figurative translation (h): interlinked circles, indicating connection",,,,,,,ASLLEX2,,,名詞,79;79,R,1,1,cynthia,,,,,,,3.1,10,4.136363636,22,,,,,,,,,,,,
live,HKSLLEX-2023-00000012,vocabulary,,2022-12-31,,HKSLLEX-2023-00000012.mp4,,mp4,,HKSLLEX-2023-00000012-Favorite.mp4,HKSLLEX-2023-00000012-Favorite.webp,favorite,favorite,1to1,favorite,,,最鍾意,,,最鍾意,,,,,,,,,,ASLLEX2,,,動詞,77;0.50;120,"N,N",1.1,2,cynthia,,,,,,,3,10,2.941176471,17,語句,,,,,,,,,,,
live,HKSLLEX-2023-00000013,vocabulary,,2022-12-31,,HKSLLEX-2023-00000013.mp4,,mp4,,HKSLLEX-2023-00000013-Hunt.mp4,HKSLLEX-2023-00000013-Hunt.webp,hunt,hunt,1to1,hunt,,,打獵,,,打獵,,,"Literal translation: two objects with a long slender protrusion held one in front of the other moving up and down in quick succession; figurative translation (h): a rifle shooting around, moving up due to recoil",,,,,,,ASLLEX2,,,動詞,87;87,R,1,1,cynthia,,,,,,,6,11,3.705882353,17,,,,,,,,,,,,
live,HKSLLEX-2023-00000014,vocabulary,,2022-12-31,,HKSLLEX-2023-00000014.mp4,,mp4,,HKSLLEX-2023-00000014-Rude.mp4,HKSLLEX-2023-00000014-Rude.webp,rude,rude,1to1,rude,,,粗魯,,,粗魯,,,"Literal translation: two crescent-shaped pointed objects on the head moving upwards; figurative translation (h): referring to triggered bulls in bullfights; also referring to the first character in the Cantonese expression for rude 牛精 (牛 ""cow"")",,,,,,,ASLLEX2,,,形容詞,102;102,R,1,1,cynthia,,,,,,,5.666666667,6,3.130434783,23,,,,,,,,,,,,
live,HKSLLEX-2023-00000015,vocabulary,,2022-12-31,,HKSLLEX-2023-00000015.mp4,,mp4,,HKSLLEX-2023-00000015-Headache.mp4,HKSLLEX-2023-00000015-Headache.webp,headache,headache,1to1,headache,,,頭痛,,,頭痛,,,,,,,,,,ASLLEX2,,,動詞,66;0.67;0,"R,N",1.1,2,cynthia,,,,,,,2.909090909,11,3.65,20,名詞,,,,,,,,,,,
live,HKSLLEX-2023-00000016,vocabulary,,2022-12-31,,HKSLLEX-2023-00000016.mp4,,mp4,,HKSLLEX-2023-00000016-Honest.mp4,HKSLLEX-2023-00000016-Honest.webp,honest,honest,1to1,honest,,,老實,,,老實,,,"Literal translation: two slender objects placed atop each other to form a cross; figurative translation (h): referring to the upper part of the Chinese character 真 ""genuine""",,,,,,,ASLLEX2,,,形容詞,66;66,N,1,1,cynthia,,,,,,,3.888888889,9,2,20,,,,,,,,,,,,
live,HKSLLEX-2023-00000017,vocabulary,,2022-12-31,,HKSLLEX-2023-00000017.mp4,,mp4,,HKSLLEX-2023-00000017-City.mp4,HKSLLEX-2023-00000017-City.webp,city,city,1to1,city,,,城市,,,城市,,,"Literal translation: vertical slender objects lined up along a horizontal plane; figurative translation (h): many buildings, tall and short, erected along a line",,,,,,,ASLLEX2,,,名詞,44;44,R,1,1,cynthia,,,,,,,4.666666667,6,2.727272727,22,,,,,,,,,,,,
live,HKSLLEX-2023-00000018,vocabulary,,2022-12-31,,HKSLLEX-2023-00000018.mp4,,mp4,,HKSLLEX-2023-00000018-City2.mp4,HKSLLEX-2023-00000018-City2.webp,city,^city2,Mto1_other,city2,,,城市,,,城市,,,"Literal translation: the fingers moving to outline a series of alternating concave and convex shapes along a horizontal surface; figurative translation (h): grooves in the city walls of old, e.g., the Great Wall of China",,,,,,,HKU-HKSLLEX,,,名詞,68;68,R,1,1,cynthia,,,,,,,1.846153846,13,1.842105263,19,,,,,,,,,,,,
live,HKSLLEX-2023-00000019,vocabulary,,2022-12-31,,HKSLLEX-2023-00000019.mp4,,mp4,,HKSLLEX-2023-00000019-Tall.mp4,HKSLLEX-2023-00000019-Tall.webp,tall_2,tall_2,1to1,tall,body height,,高,身高,,高,,,Literal translation: a bent object rising upward; figurative translation (h): stadiometer (hopsital),,,,,,,ASLLEX2,,,形容詞,58;0,A,1,1,cynthia,,,,,,,5.818181818,11,5,20,,,,,,,,,,,,
live,HKSLLEX-2023-00000020,vocabulary,,2022-12-31,,HKSLLEX-2023-00000020.mp4,,mp4,,HKSLLEX-2023-00000020-Impossible.mp4,HKSLLEX-2023-00000020-Impossible.webp,impossible,impossible,1to1,impossible,,,不可能,,,冇可能,,,"Literal translation: morpheme CANNOT shaking back and forth; figurative translation (h): morpheme BAD, with the action imitiating the shaking head of a person",,,,,,,ASLLEX2,,,,80;0,N,1,1,cynthia,,,,,,,5.555555556,9,3.565217391,23,,,,,,,,,,,,
live,HKSLLEX-2023-00000021,vocabulary,,2022-12-31,,HKSLLEX-2023-00000021.mp4,,mp4,,HKSLLEX-2023-00000021-Warn.mp4,HKSLLEX-2023-00000021-Warn.webp,warn,warn,1to1,warn,,,警告,,,警告,,,Literal translation: index finger pointing at morpheme PERSON; figurative translation (h): pointing a finger at the person while giving a strict warning,,,,,,,ASLLEX2,,,動詞,66;50,Ar,1,1,cynthia,,,,,,,5.181818182,11,3.892857143,28,名詞,,,,,,,,,,,
live,HKSLLEX-2023-00000022,vocabulary,,2022-12-31,,HKSLLEX-2023-00000022.mp4,,mp4,,HKSLLEX-2023-00000022-Newyork.mp4,HKSLLEX-2023-00000022-Newyork.webp,new_york,new_york,1to1,new york,,,紐約,,,紐約,,,Borrowed from ASL,,,,,,,ASLLEX2,,,名詞,102;120,N,1,1,cynthia,,,,,,,0.615384615,13,0.727272727,22,,,,,,,,,,,,
live,HKSLLEX-2023-00000023,vocabulary,,2022-12-31,,HKSLLEX-2023-00000023.mp4,,mp4,,HKSLLEX-2023-00000023-Hockey.mp4,HKSLLEX-2023-00000023-Hockey.webp,hockey,hockey,1to1,hockey,,,曲棍球,,,曲棍球,,,,,,,,,,ASLLEX2,,,名詞,76;76.51;51,"T,A",1.1,2,cynthia,,,,,,,1.222222222,9,4.607142857,28,,,,,,,,,,,,
live,HKSLLEX-2023-00000024,vocabulary,,2022-12-31,,HKSLLEX-2023-00000024.mp4,,mp4,,HKSLLEX-2023-00000024-Flag.mp4,HKSLLEX-2023-00000024-Flag.webp,flag,flag,1to1,flag,,,旗,,,旗,,,"Literal translation: vertical slender object supporting a rectangular object moving back and forth; figurative translation (h): the flag in the wind, supported by a flagpole",,,,,,,ASLLEX2,,,名詞,120;66,R,1,1,cynthia,,,,,,,4.5,14,4.888888889,27,,,,,,,,,,,,
live,HKSLLEX-2023-00000025,vocabulary,,2022-12-31,,HKSLLEX-2023-00000025.mp4,,mp4,,HKSLLEX-2023-00000025-Film.mp4,HKSLLEX-2023-00000025-Film.webp,film,film,1to1,film,,,電影,,,電影,,,Literal translation: a rectangular object beneath a cylindrical object; figurative translation (h*): light being projected through a small window of old movie player,,,,,,,ASLLEX2,,,名詞,59;45,R,1,1,cynthia,,,,,,,3.7,10,1.35,20,,,,,,,,,,,,
live,HKSLLEX-2023-00000026,vocabulary,,2022-12-31,,HKSLLEX-2023-00000026.mp4,,mp4,,HKSLLEX-2023-00000026-Last.mp4,HKSLLEX-2023-00000026-Last.webp,last,last,1to1,last,,,最後,,,最後,,,"Literal translation: index finger pointing to morpheme TAIL; figurative translation (h): indexing the tail, which is interchangeable with ""last"" in Cantonese",,,,,,,ASLLEX2,,,副詞,66;80,N,1,1,cynthia,,,,,,,4.5,10,3.25,28,,,,,,,,,,,,
live,HKSLLEX-2023-00000027,vocabulary,,2022-12-31,,HKSLLEX-2023-00000027.mp4,,mp4,,HKSLLEX-2023-00000027-Videophone.mp4,HKSLLEX-2023-00000027-Videophone.webp,videophone,videophone,1to1,videophone,,,視訊電話,,,視訊電話,,,Literal translation: two handheld objects with a long slender protrusion facing each other; figurative translation (h): two videocameras facing each other,,,,,,,ASLLEX2,,,名詞,87;87,R,1,1,cynthia,,,,,,,4.3,10,1.777777778,27,,,,,,,,,,,,
live,HKSLLEX-2023-00000028,vocabulary,,2022-12-31,,HKSLLEX-2023-00000028.mp4,,mp4,,HKSLLEX-2023-00000028-Shy.mp4,HKSLLEX-2023-00000028-Shy.webp,shy,shy,Mto1,shy,,,怕醜,,,怕醜,,,"Literal translation: conventionalization of a Chinese hand gesture (emblem) meaning ""indecent""; figurative translation (h*): indecent",,,,,,,ASLLEX2,,,動詞,66;0,A,1,1,cynthia,,,,,,,4.2,10,3.727272727,22,,,,,,,,,,,,
live,HKSLLEX-2023-00000029,vocabulary,,2022-12-31,,HKSLLEX-2023-00000029.mp4,,mp4,,HKSLLEX-2023-00000029-Lookat.mp4,HKSLLEX-2023-00000029-Lookat.webp,look_at,look_at,1to1,look at,,,望住,,,望住,,,Literal translation: two parallel points moving forward in unison; figurative translation (h): two eyes looking toward the same direction [remark*: the video does not show the points moving; suspected that the video has changed],,,,,,,ASLLEX2,,,動詞,89;0,R,1,1,cynthia,,,,,,,5.3,10,4.882352941,17,,,,,,,,,,,,
live,HKSLLEX-2023-00000030,vocabulary,,2022-12-31,,HKSLLEX-2023-00000030.mp4,,mp4,,HKSLLEX-2023-00000030-Learn.mp4,HKSLLEX-2023-00000030-Learn.webp,learn,learn,1to1,learn,,,學習,,,學習,,,"Literal translation: hand clasping an object and placing it on the forehead; figurative translation (h): hand grasping knowledge and stuffing it into the brain (possible reference to expression ""food for thought"")",,,,,,,ASLLEX2,,,動詞,121;0,R,1,1,cynthia,,,,,,,4.214285714,14,2.954545455,22,,,,,,,,,,,,
live,HKSLLEX-2023-00000031,vocabulary,,2022-12-31,,HKSLLEX-2023-00000031.mp4,,mp4,,HKSLLEX-2023-00000031-Traffic.mp4,HKSLLEX-2023-00000031-Traffic.webp,traffic,traffic,1to1,traffic,,,交通,,,交通,,,Literal translation; two rectangular objects moving toward each other and overlapping; figurative translation (h): vehicles crossing each other along a lane,,,,,,,ASLLEX2,,,名詞,44;44,R,1,1,cynthia,,,,,,,4.384615385,13,2.7,20,,,,,,,,,,,,
live,HKSLLEX-2023-00000032,vocabulary,,2022-12-31,,HKSLLEX-2023-00000032.mp4,,mp4,,HKSLLEX-2023-00000032-Three.mp4,HKSLLEX-2023-00000032-Three.webp,three,three,1to1,three,,,三,,,三,,,Literal translation (h): three fingers; figurative translation: three,,,,,,,ASLLEX2,,,,110;0,N,1,1,cynthia,,,,,,,4.8,10,5.545454545,22,,,,,,,,,,,,
live,HKSLLEX-2023-00000033,vocabulary,,2022-12-31,,HKSLLEX-2023-00000033.mp4,,mp4,,HKSLLEX-2023-00000033-Three.mp4,HKSLLEX-2023-00000033-Three.webp,three,^three_2,Mto1_other,three,,,三,,,三,,,Literal translation: three fingers; figurative translation (h*): three,,,,,,,HKU-HKSLLEX,,,,106;0,N,1,1,cynthia,,,,,,,4.9,10,5.727272727,22,,,,,,,,,,,,
live,HKSLLEX-2023-00000034,vocabulary,,2022-12-31,,HKSLLEX-2023-00000034.mp4,,mp4,,HKSLLEX-2023-00000034-Print.mp4,HKSLLEX-2023-00000034-Print.webp,print,print,1to1,print,,,影印,,,影印,,,Literal translation:  a hand pulling downward from the bottom of a flat surface to a close; figurative translation (h): sucking the information from a piece of paper,,,,,,,ASLLEX2,,,動詞,53;120,Rr,1,1,cynthia,,,,,,,3.2,10,1.607142857,28,,,,,,,,,,,,
live,HKSLLEX-2023-00000035,vocabulary,,2022-12-31,,HKSLLEX-2023-00000035.mp4,,mp4,,HKSLLEX-2023-00000035-Mind.mp4,HKSLLEX-2023-00000035-Mind.webp,mind,mind,1to1,mind,,,心智,,,心智,,,,,,,,,,ASLLEX2,,,名詞,67;67.66;67,"R,R",1.1,2,cynthia,,,,,,,4.642857143,14,4.888888889,27,,,,,,,,,,,,
live,HKSLLEX-2023-00000036,vocabulary,,2022-12-31,,HKSLLEX-2023-00000036.mp4,,mp4,,HKSLLEX-2023-00000036-Body.mp4,HKSLLEX-2023-00000036-Body.webp,body,body,1to1,body,,,身體,,,身體,,,Literal translation: a hand broadly demarcating an area in a circular motion on the torso; figurative translation (h): indexing the torso [remark (*): using a finger to index the torso is also acceptable],,,,,,,ASLLEX2,,,名詞,120;0,A,1,1,cynthia,,,,,,,4.272727273,11,4.074074074,27,,,,,,,,,,,,
live,HKSLLEX-2023-00000037,vocabulary,,2022-12-31,,HKSLLEX-2023-00000037.mp4,,mp4,,HKSLLEX-2023-00000037-Because.mp4,HKSLLEX-2023-00000037-Because.webp,because,because,1to1,because,,,因為,,,因為,,,"Literal translation: consultant unable to provide explanation; figurative translation (h): the circular motion potentially related to mathematical sign ∵ ""since"" (drawing the three dots)",,,,,,,ASLLEX2,,,連詞,120;120,N,1,1,cynthia,,,,,,,1.071428571,14,1.526315789,19,,,,,,,,,,,,
live,HKSLLEX-2023-00000038,vocabulary,,2022-12-31,,HKSLLEX-2023-00000038.mp4,,mp4,,HKSLLEX-2023-00000038-Pill.mp4,HKSLLEX-2023-00000038-Pill.webp,pill,pill,Mto1,pill,,,藥丸,,,藥丸,,,"Literal translation: a small round object held between the thumb and index finger traveling from the mouth to the throat; figurative translation (h): the pill, after being swallowed, travels down the throat",,,,,,,ASLLEX2,,,名詞,79;0,R,1,1,cynthia,,,,,,,5.5,6,2.8,20,,,,,,,,,,,,
live,HKSLLEX-2023-00000039,vocabulary,,2022-12-31,,HKSLLEX-2023-00000039.mp4,,mp4,,HKSLLEX-2023-00000039-Bake.mp4,HKSLLEX-2023-00000039-Bake.webp,bake_2,bake_2,1to1,bake,,,烤焗,,,烤焗,,,"Literal translation: first a hand gripping a long slender object and then pulling object downwards, next a flat surface being pulled toward the signer; figurative translation (h): pulling open the oven door, then the baking tray inside the oven being taken out",,,,,,,ASLLEX2,,,動詞,54;0;0;120,Ar,1,1,cynthia,,,,,,,4.6,10,3.954545455,22,,,,,,,,,,,,
live,HKSLLEX-2023-00000040,vocabulary,,2022-12-31,,HKSLLEX-2023-00000040.mp4,,mp4,,HKSLLEX-2023-00000040-Good.mp4,HKSLLEX-2023-00000040-Good.webp,good,good,1to1,good,,,好,,,好,,,Literal translation: emblem gesture; figurative translation (h): good,,,,,,,ASLLEX2,,,形容詞,50;0,A,1,1,cynthia,,,,,,,6,10,5.647058824,17,,,,,,,,,,,,
live,HKSLLEX-2023-00000041,vocabulary,,2022-12-31,,HKSLLEX-2023-00000041.mp4,,mp4,,HKSLLEX-2023-00000041-Hotel.mp4,HKSLLEX-2023-00000041-Hotel.webp,hotel,hotel,1to1,hotel,,,酒店,,,酒店,,,,,,,,,,ASLLEX2,,,名詞,120;0.117;0,"R,N",1.1,2,cynthia,,,,,,,2.636363636,11,1,23,,,,,,,,,,,,
live,HKSLLEX-2023-00000042,vocabulary,,2022-12-31,,HKSLLEX-2023-00000042.mp4,,mp4,,HKSLLEX-2023-00000042-Wrong.mp4,HKSLLEX-2023-00000042-Wrong.webp,wrong,wrong_1,1toM,wrong,,,錯,,,錯,,,"Literal translation: if all digits are considered a list of individual objects starting with the thumb, then the pinky is the last in the list; figurative translation (h*); pinky represents BAD, being opposite to GOOD indicated by the thumb",,,,,,,ASLLEX2,,,名詞,80;0,A,1,1,cynthia,,,,,,,5.666666667,6,1.434782609,23,形容詞,,,,,,,,,,,
live,HKSLLEX-2023-00000043,vocabulary,,2022-12-31,,HKSLLEX-2023-00000043.mp4,,mp4,,HKSLLEX-2023-00000043-Type.mp4,HKSLLEX-2023-00000043-Type.webp,type,type,1toM,type,,,種類,,,種類,,,"Literal translation: rectangular object dividing a surface into triangular sections; figurative translation (h): dividing different sections, like a pie chart, showing different types",,,,,,,ASLLEX2,,,名詞,120;120,N,1,1,cynthia,,,,,,,3.777777778,9,3.25,20,,,,,,,,,,,,
live,HKSLLEX-2023-00000044,vocabulary,,2022-12-31,,HKSLLEX-2023-00000044.mp4,,mp4,,HKSLLEX-2023-00000044-Doubt.mp4,HKSLLEX-2023-00000044-Doubt.webp,doubt,doubt,1to1,doubt,,,懷疑,,,懷疑,,,Literal translation: morpheme GOOD and BAD moving around the chest in a circular motion repeatedly; figurative translation (h): the heart hesitating or alternating between whether something is good or bad,,,,,,,ASLLEX2,,,動詞,102;0,N,1,1,cynthia,,,,,,,2.083333333,12,3.222222222,27,,,,,,,,,,,,
live,HKSLLEX-2023-00000045,vocabulary,,2022-12-31,,HKSLLEX-2023-00000045.mp4,,mp4,,HKSLLEX-2023-00000045-Judge.mp4,HKSLLEX-2023-00000045-Judge.webp,judge,judge,1to1,judge,,,法官,,,法官,,,,,,,,,,ASLLEX2,,,名詞,119;49.51;49,"N,A",1.1,2,cynthia,,,,,,,3.6,10,3.357142857,28,,,,,,,,,,,,
live,HKSLLEX-2023-00000046,vocabulary,,2022-12-31,,HKSLLEX-2023-00000046.mp4,,mp4,,HKSLLEX-2023-00000046-Patient.mp4,HKSLLEX-2023-00000046-Patient.webp,patient_1,patient_1,1to1,patient,,,病人,,,病人,,,,,,,,,,ASLLEX2,,,名詞,44;44.66;66,"A,O",1.1,2,cynthia,,,,,,,3.75,12,2.62962963,27,,,,,,,,,,,,
live,HKSLLEX-2023-00000047,vocabulary,,2022-12-31,,HKSLLEX-2023-00000047.mp4,,mp4,,HKSLLEX-2023-00000047-Much.mp4,HKSLLEX-2023-00000047-Much.webp,much,much,1to1,much,,,好多,,,好多,,,"Literal translation: resembling part of the Chinese character 多 meaning ""much""; figurative translation (h*): part of Chinese character 多 ""much""",,,,,,,ASLLEX2,,,形容詞,67;0,N,1,1,cynthia,,,,,,,2.642857143,14,3.315789474,19,,,,,,,,,,,,
live,HKSLLEX-2023-00000048,vocabulary,,2022-12-31,,HKSLLEX-2023-00000048.mp4,,mp4,,HKSLLEX-2023-00000048-5dollars.mp4,HKSLLEX-2023-00000048-5dollars.webp,5_dollars,5_dollars,1to1,5 dollars,,,五蚊,,,五蚊,,,Literal translation (h): consultant unable to provide explanation; figurative translation: consultant unable to provide explanation,,,,,,,ASLLEX2,,,名詞,62;0,N,1,1,cynthia,,,,,,,3.6,10,3.411764706,17,,,,,,,,,,,,
live,HKSLLEX-2023-00000049,vocabulary,,2022-12-31,,HKSLLEX-2023-00000049.mp4,,mp4,,HKSLLEX-2023-00000049-Wristwatch.mp4,HKSLLEX-2023-00000049-Wristwatch.webp,wristwatch,wristwatch,1to1,wristwatch,,,手錶,,,手錶,,,"Literal translation: a flat round object placed on the wrist; figurative translation (h): the shape of the wristwatch on the wrist, which is where a wristwatch is typically worn",,,,,,,ASLLEX2,,,名詞,79;54,R,1,1,cynthia,,,,,,,5.833333333,6,4.909090909,22,,,,,,,,,,,,
live,HKSLLEX-2023-00000050,vocabulary,,2022-12-31,,HKSLLEX-2023-00000050.mp4,,mp4,,HKSLLEX-2023-00000050-Breakdown.mp4,HKSLLEX-2023-00000050-Breakdown.webp,breakdown,breakdown,1to1,breakdown,,,分解,,,分解,,,,,,,,,,ASLLEX2,,,動詞,61;61.50;50,"R,R",1.1,2,cynthia,,,,,,,2.7,10,3,23,,,,,,,,,,,,
live,HKSLLEX-2023-00000051,vocabulary,,2022-12-31,,HKSLLEX-2023-00000051.mp4,,mp4,,HKSLLEX-2023-00000051-Brother.mp4,HKSLLEX-2023-00000051-Brother.webp,brother,brother,Mto1,brother,,,哥哥,,,哥哥,,,,,,,,,,ASLLEX2,,,名詞,78;0.120;0,"R,A",1.1,2,cynthia,,,,,,,4.3,10,1.642857143,28,,,,,,,,,,,,
live,HKSLLEX-2023-00000052,vocabulary,,2022-12-31,,HKSLLEX-2023-00000052.mp4,,mp4,,HKSLLEX-2023-00000052-Brother.mp4,HKSLLEX-2023-00000052-Brother.webp,brother,brother,Mto1,brother,,,弟弟,,,弟弟,,,,,,,,,,ASLLEX2,,,名詞,78;0.120;0,"R,A",1.1,2,cynthia,,,,,,,3.9,10,1.176470588,17,,,,,,,,,,,,
live,HKSLLEX-2023-00000053,vocabulary,,2022-12-31,,HKSLLEX-2023-00000053.mp4,,mp4,,HKSLLEX-2023-00000053-Person.mp4,HKSLLEX-2023-00000053-Person.webp,person,person,1to1,person,,,人,,,人,,,"Literal translation: resembling Chinese character 人 meaning ""person""; figurative translation (h*): orthographic representation of Chinese word 人 ""person""",,,,,,,ASLLEX2,,,名詞,66;66,O,1,1,cynthia,,,,,,,5.833333333,6,5.037037037,27,,,,,,,,,,,,
